valor,hora,dia_semana,categoria,is_fraude
638.0246020998768,12,1,D,0
228.98912346589282,17,3,A,0
345.22385661238565,11,0,D,0
128.46331844919115,7,4,C,0
218.14181384158232,23,6,D,0
526.1293833840365,5,0,B,1
187.6616568313206,10,5,D,0
732.0964867050365,4,2,A,1
761.2566314950553,4,1,C,0
956.6568082228081,23,1,D,1
1496.9244256736845,2,5,D,1
56.76518365431017,13,2,D,0
1208.0188864002796,1,0,C,1
204.77810406302154,2,1,C,1
875.4443671739914,8,0,A,0
1141.8847857743056,11,6,B,0
21.82722206900933,17,0,B,0
108.9505330231881,3,5,D,1
174.42519073927838,18,4,B,0
493.0882695779384,19,2,A,0
45.08441741655717,7,4,D,0
77.1266040986783,11,2,A,0
362.65600257281136,4,0,D,0
584.5302462696822,15,4,C,0
971.1486792891652,2,0,A,1
521.1561729775291,6,1,A,0
435.68100140867193,9,5,B,0
620.8649500489379,2,1,A,0
145.45487593563476,9,1,A,0
1152.0916020598631,22,6,D,1
291.9613932675368,6,4,A,1
10.367151160223802,0,3,C,1
1605.2184415170796,12,2,C,0
528.1003873764314,17,3,D,0
359.95737855722257,16,2,C,0
573.412613174289,11,1,C,0
336.2218821256364,1,2,B,0
1305.1680786574884,6,4,C,1
362.71099925129795,2,4,A,0
37.44792369669352,21,3,C,0
419.09606969084905,2,1,D,0
477.57189515122667,6,5,C,0
1419.7600982445545,4,6,C,1
268.38237195295585,15,2,B,0
153.56156527232065,16,2,D,0
51.23410972750917,19,2,B,0
332.6144945836149,0,0,C,0
312.4292838393293,19,1,A,0
15.105555724909815,19,5,B,0
592.538663230705,5,3,A,1
631.0607583487547,1,2,D,0
654.3175657595672,12,5,B,0
267.51733716173516,22,4,C,0
7.60699644514114,1,4,B,1
1198.3114075209269,10,4,D,1
778.846815390403,2,1,D,0
90.2810542635215,16,2,B,0
187.55473985865464,4,6,C,1
472.0176716205233,7,2,A,0
226.66395199935863,18,1,C,0
84.82425361708897,18,1,C,0
97.58415003665766,19,0,B,0
1012.0589400510678,7,1,B,1
171.31182683705188,12,1,D,0
439.95483744553843,14,6,C,0
302.5634592500382,9,3,B,0
264.81578630225647,6,1,A,0
1071.23090739092,19,1,A,1
589.9784457612303,0,5,D,0
163.74767350316878,20,2,C,0
33.30512280423049,5,5,B,0
110.7122734239577,8,1,C,0
1341.7964522662098,1,5,C,1
963.4926664342559,6,6,C,1
1547.6076539794647,18,0,B,0
26.834028712834474,7,0,A,0
433.1217274236928,4,3,B,0
327.4406410188712,5,0,B,0
10.9740428510511,20,3,D,0
233.89940181805363,18,2,D,0
267.2960794875216,0,5,C,0
463.0534186844053,9,1,D,1
556.9879443736517,3,5,A,0
912.7585514732623,2,2,A,0
755.9882248742379,10,3,B,0
255.99735681034247,8,3,C,0
791.2257501844633,18,1,A,0
1118.0444496629702,11,6,B,0
152.23760618472107,14,6,C,0
2263.9660443078815,18,4,C,0
959.7069931930456,12,4,B,0
657.409644359222,17,6,B,0
219.69114222512596,2,3,C,0
1074.0293449112644,4,0,D,1
1012.3217432168981,11,3,A,0
1559.1358169336138,16,6,B,0
0.05363113606440672,8,5,A,0
8.339686247761161,20,2,B,0
188.4898903775875,19,3,C,0
2681.820054109424,0,1,C,1
80.58005782003654,13,3,C,0
91.58723143257875,13,0,B,0
710.592069950935,1,1,B,0
36.032542678954265,17,4,A,0
611.1930442169036,19,1,C,0
316.65228565697396,0,1,B,0
5.1202356131908475,0,1,B,0
745.4361756625676,19,3,A,0
790.4276776524748,8,5,A,0
81.00626519082417,9,2,B,0
11.994541355202367,23,3,D,1
717.8762930743657,20,1,C,0
126.58891159310345,5,0,C,1
152.02389682121535,9,1,B,0
305.20283077082803,2,0,A,0
143.79231760415047,4,3,B,0
419.99314941455964,4,0,B,1
938.4724288811423,19,1,B,0
237.4876132137178,10,6,D,1
283.22653133674254,23,2,D,0
893.7418405486588,6,4,D,1
231.91689948201983,16,1,B,0
20.699242791192848,21,3,C,0
404.47151770279777,20,2,A,0
300.0527339011912,17,5,B,0
646.0396207498238,3,1,A,0
237.7698805434034,17,5,A,0
918.3653289711261,15,3,C,0
316.7930383531527,6,3,B,0
413.5032323385598,23,4,D,0
541.1716829629562,0,3,D,0
310.1731938980089,0,5,A,0
488.60051547342755,4,5,C,0
125.4376681099853,18,4,C,0
659.9970403120462,13,5,C,0
240.37626710353757,15,4,B,0
108.35374225521912,8,5,C,0
158.152428472516,12,3,A,0
143.32467092603216,2,4,A,0
82.51932257331231,15,0,D,0
737.8332522481802,5,6,B,0
147.4619371335712,23,5,C,1
68.22118702482635,6,1,B,0
547.0619184119855,1,6,C,0
266.199114652935,20,2,B,0
550.9605279613802,13,0,D,0
539.1306663040389,14,6,D,0
182.19349694647912,5,0,D,1
112.33751235354879,13,1,A,0
125.53181118853485,15,4,B,0
63.90013111078065,12,3,B,0
18.92645384864354,19,4,C,0
17.363834437991073,18,4,D,0
131.0049197861688,9,1,B,0
129.61450147280232,17,6,C,0
490.2954699383578,13,4,C,0
1115.4168802920908,13,0,B,1
756.4461032009692,0,2,B,0
639.0811284627604,12,4,A,0
185.8523484967299,13,6,C,0
225.55829199182372,16,1,D,1
109.12886810068301,16,6,C,0
1370.481450498169,4,1,A,1
412.4646237034343,3,4,A,0
849.9317471168788,1,3,A,0
214.5567558902508,22,4,D,1
804.0051230764143,9,4,A,1
54.965730223098184,22,4,B,0
622.6060629703534,12,1,C,0
1247.1664442496235,21,0,B,1
813.7636940109627,20,0,A,0
198.08904287912904,20,1,B,0
147.25746786791035,22,1,C,1
341.60057768687255,22,5,C,0
266.88590456278064,15,0,D,0
276.63792233880434,21,1,D,0
38.64483217958788,5,1,A,1
462.4017455174423,9,0,B,0
687.5777813484139,22,6,A,0
798.6959456284984,12,4,B,1
240.22946601134822,15,3,D,0
797.664340756165,11,1,B,0
319.13764961326245,23,0,C,0
638.9876212838731,12,3,C,0
104.87475742032501,12,5,C,0
285.10712255277207,7,6,D,0
867.1268668367069,23,2,A,1
875.1340176676692,5,3,B,1
105.06768999034587,18,3,D,0
10.153484005148059,10,0,D,0
607.8395044392838,20,6,B,0
213.29594721352248,22,3,D,1
271.9360259470718,22,1,B,0
730.7005920546151,20,4,D,0
1646.7736396626105,23,4,D,1
1115.436061152708,8,1,B,0
72.47951527404022,16,0,A,0
799.260645562487,12,5,A,0
572.9944330871808,13,0,A,0
377.5675581995378,1,3,B,0
1004.8892934774292,14,5,D,1
699.685940881546,2,3,D,1
48.91810652139359,20,3,A,0
199.82062389980277,21,1,A,0
265.822675354276,18,4,D,0
0.4825366497875827,8,1,B,0
455.10905770332954,22,4,B,1
573.7356563841602,6,1,B,0
228.07463208974758,5,3,D,1
252.50367260094959,17,5,C,0
322.52066858639654,18,2,C,0
435.0375353324675,4,4,A,1
73.7497485881106,12,0,B,0
3721.2434129714834,11,1,C,1
353.9550173957376,9,2,A,0
339.6879255990157,17,0,B,0
103.43506422150554,20,5,C,0
175.5509758054535,6,6,A,0
801.020317975578,6,1,B,0
174.62152375233703,13,4,B,0
597.2119260724322,10,5,B,0
159.38636076154413,17,5,C,0
1218.2208479063065,21,5,C,0
177.29515469278476,14,6,A,0
1103.0004629992936,20,6,C,0
1466.1186524082188,16,2,D,1
92.51029166833494,7,3,B,0
222.59026827789486,18,6,C,0
573.1308039465326,14,6,A,0
1271.6407113077926,1,5,D,1
78.28266370184426,6,0,D,1
52.61047656422046,2,4,C,0
265.1765045582602,13,3,A,0
1846.9534504462515,8,3,A,1
21.196270309253286,1,6,A,0
103.4593780933365,18,2,C,1
469.2272569467193,2,0,D,1
45.62949181387282,12,5,D,0
190.10936388549985,11,5,B,0
470.978372682446,10,3,C,0
112.31902932841783,21,3,A,0
588.6617308089728,0,0,D,0
140.2717869292442,0,5,B,0
570.2982539911688,17,2,D,0
332.70543544212717,19,6,C,0
150.88699042963546,13,2,D,0
166.15866356399792,23,4,A,0
1179.321807994169,0,1,B,0
161.37331382764688,17,0,A,0
919.8912977226389,17,3,B,1
109.34198918255376,17,1,D,0
200.6743681003288,2,6,C,1
1465.2521686520665,1,3,C,1
352.68260839132466,16,4,A,0
258.2674941867485,18,4,B,0
13.717222407815026,17,0,D,0
486.13127865611585,10,0,A,0
213.35599659070513,15,1,B,0
162.03420107833668,12,4,B,0
33.09916168796911,23,5,B,0
203.52607257952116,16,6,C,0
35.05564609224303,21,6,D,0
1.915789698526757,4,5,C,0
20.915315790195557,1,0,A,0
214.58815416826644,1,6,C,0
48.23029159233582,1,1,D,1
367.31357747871186,18,6,A,0
121.51359697717449,4,6,D,0
2393.73857779962,5,5,A,1
155.43247268823657,21,6,B,0
569.9797926635049,1,6,B,1
373.5336654449581,11,5,B,0
289.8405646033897,12,3,D,0
541.6972037061669,4,5,B,0
72.38872491270816,1,6,B,1
775.228508419166,12,3,D,0
74.23706987894603,17,3,D,0
501.092227376191,2,5,C,0
120.18641179930054,0,0,B,0
11.826425465739241,19,1,C,0
492.99992983559093,20,4,A,0
513.8398669900387,11,5,C,0
513.7554922392877,10,5,D,0
999.8381427356104,9,4,A,0
205.64205545650807,15,1,C,0
264.6292235719347,8,0,D,0
471.2130058912047,7,3,B,0
1413.7817883249165,23,6,B,1
82.48288369015012,8,0,A,1
101.70600617054491,0,2,A,0
83.8770623874033,18,1,D,0
623.8305727147591,16,5,A,0
1315.42765855923,13,3,C,0
274.68550515259847,14,2,D,0
393.9237631893456,19,6,D,1
194.59092541643682,12,6,A,0
87.5963239190172,6,1,A,0
607.2675692699182,10,0,A,0
655.1268836160386,0,0,D,0
1614.520376685439,20,1,B,0
231.40722334259456,5,0,A,0
630.6215977792646,7,0,A,0
2136.54011967063,0,6,B,1
58.69830691892402,23,3,D,0
709.8812080236955,3,3,B,0
85.72292889637757,22,6,B,0
847.5939210778748,11,3,B,0
403.8376241940954,5,3,D,1
435.7904175563591,10,5,D,0
1375.5747621404955,12,5,D,0
284.88789895586325,2,1,B,0
335.81730838025135,16,3,B,0
548.5024907479612,20,2,A,0
497.334289563874,8,1,A,0
69.7487203049826,2,4,A,0
218.35713688155104,2,6,C,0
504.09801132352425,17,5,D,0
1256.3806734531813,18,4,D,1
47.85182490804024,10,3,D,0
36.86747278610347,17,1,D,0
266.9717609679711,2,2,B,1
121.44433555202791,5,0,B,0
366.67076057901676,7,4,A,0
408.8045098215665,7,3,D,0
320.94209904277716,21,2,A,0
121.59158090212799,12,4,C,0
136.84940465066896,22,3,B,0
122.144175570503,20,5,B,0
533.1069814295812,12,2,B,0
936.6804094072626,19,4,D,0
1332.9581656086373,8,4,D,1
805.4833330152203,5,4,D,1
570.852562972877,10,1,A,0
116.12807143712772,23,1,A,0
676.7388337942577,18,2,A,1
596.8538121746175,9,3,C,0
240.43884850703375,15,4,B,0
948.9572323387747,18,0,B,1
375.50593717097877,22,2,B,0
1117.5056025032432,12,1,C,0
858.9554525671767,15,3,D,1
129.7602584866759,7,4,C,0
859.1354730754621,5,2,A,0
74.57576288638612,22,3,B,0
329.341472278775,4,3,A,0
80.56028114196008,22,6,D,1
297.37004142713107,12,5,D,0
548.2419861762725,16,4,A,1
778.0254155836467,19,6,C,0
542.3853999295653,1,5,C,0
621.5516374663538,17,0,C,0
1094.2875258738043,7,4,A,1
76.38640132892014,3,4,B,1
79.8321647864701,16,1,A,0
197.21128321717293,18,3,D,0
16.196429411961375,1,4,D,0
581.9962133190287,4,6,C,0
723.5108402400703,15,4,D,0
215.39870323313644,5,6,B,1
478.5662730195064,8,1,A,0
1591.0292248809694,8,6,B,0
171.98698381729008,7,3,B,0
580.2626696922289,17,3,D,0
21.572882798245015,21,5,A,0
32.27119749000212,23,1,C,0
842.0772155918162,4,3,B,1
286.89900811757013,9,6,D,0
248.84647803059153,17,0,B,0
200.72236010203406,22,4,A,1
305.9300038531748,21,1,D,0
901.9731710308243,21,3,C,1
314.400160331141,19,0,D,0
273.47342870569105,14,5,D,0
422.97619473125724,7,0,D,0
671.724644053021,20,1,D,0
28.329309223159843,16,3,A,0
489.3233503521569,7,4,B,0
485.1891312718693,9,2,B,0
0.5555744582695791,8,6,B,0
461.77539421332835,16,3,B,0
20.50757538843046,23,1,A,0
440.6432540448485,5,0,B,1
297.4474162840501,11,4,B,0
218.26915998026294,15,1,A,0
1355.4664338046525,7,5,B,0
155.47939731231992,10,1,A,0
165.15519624240704,22,5,B,0
351.50378101145105,23,1,B,1
520.369066972876,20,5,A,0
1762.9286190452847,18,1,C,0
18.267410980608524,17,0,A,0
275.1297304716415,21,3,D,0
443.74485672504983,22,0,C,1
657.8290145307634,0,5,B,0
96.4957834652908,23,1,D,0
357.2250266323577,6,5,D,0
346.85826714491884,5,1,D,1
1116.3785677071776,17,0,A,0
241.1860684309923,7,2,D,0
543.6341925694858,1,3,D,0
23.971330544398487,15,0,A,0
695.5997536149299,21,1,D,0
230.054604303116,10,4,A,0
1478.531207604129,16,6,A,1
213.26155343000423,22,1,D,1
575.8375720823117,10,1,A,0
870.4425442603878,7,0,C,1
333.0121706928221,23,2,B,0
2073.1096862968293,8,2,D,0
462.93578867883457,20,1,D,1
712.7771880519565,11,0,A,0
576.8247577841163,6,0,D,1
1347.1936859110815,18,3,A,0
1495.7254411866556,14,4,A,0
2308.172599904711,20,3,A,0
67.4263514922301,7,5,D,0
1877.5228176267617,21,6,A,1
130.10197626691544,17,5,D,0
102.93211544020765,11,6,C,0
355.87091932264775,7,6,D,0
378.0410222964413,15,0,B,0
166.08820761702572,1,1,B,0
185.64890900687283,3,6,B,0
185.44806230150965,11,3,D,0
154.88810403526264,19,2,A,0
450.00099689355886,21,4,B,0
122.39710502710534,12,1,C,0
257.4025303479973,3,4,B,1
170.23296806587175,0,2,A,1
95.48390319251722,13,5,B,0
127.90667446076037,7,2,D,0
2238.8908302016775,11,2,A,0
284.625967192268,0,1,A,0
880.6809250409165,19,2,C,1
424.9155036488401,5,6,C,0
527.6331420974907,16,5,B,0
654.1819989024566,13,4,A,0
248.2014425810949,17,2,B,0
249.49995907505777,15,3,B,0
981.4562428098403,4,6,C,1
830.4172145060734,1,5,C,1
905.605365338931,22,5,D,1
104.12003366654126,9,4,D,0
222.828609446179,22,4,D,0
328.874558242322,17,4,A,0
1691.7668452438104,11,3,A,0
414.26950439679825,23,5,D,1
878.693115940911,16,5,D,0
39.57983754485757,21,6,D,0
402.75266640444715,2,6,B,0
396.97069081099335,5,0,C,0
1179.2793875088926,7,0,B,1
230.61208059474356,5,5,D,0
1157.1398138484092,11,2,A,0
75.77845449135033,17,3,C,0
52.22142692413058,5,6,D,1
1809.3644805464303,20,0,B,1
1424.0443913447298,11,6,C,0
446.95522489064354,3,5,B,0
26.6781654878701,0,2,C,0
25.726494470938672,20,6,A,0
196.2266972071342,9,1,C,0
235.6019841723944,6,5,D,0
722.2781917646078,11,2,A,0
980.4412914693726,1,0,D,1
394.50785969783493,21,0,B,0
195.67385200201855,14,6,B,0
260.28216844879023,23,2,C,1
58.08029866629533,7,4,B,0
73.83910401306657,16,3,D,0
684.0091332643062,12,1,D,1
1045.4152372139586,6,1,A,0
149.87013621616782,11,1,A,0
578.5472506389236,2,4,A,0
222.4498729768003,12,3,A,0
3.0176506523643702,19,6,A,0
716.0243690608074,5,4,A,0
267.2368520836488,23,4,C,0
203.15171041137822,13,0,A,0
162.8949068608563,2,0,D,0
448.87454629547574,4,5,D,0
196.59584941258515,2,1,D,1
1380.7677455040075,12,4,D,0
50.45354314245599,0,3,A,0
1074.0561434770605,4,5,A,1
419.6853699816861,8,2,B,0
31.961874827462676,14,2,B,0
1039.675433689584,15,5,A,1
127.35114491674449,6,1,A,0
803.1795319502726,16,5,D,0
809.4285240509884,6,4,C,0
14.690986560545767,5,3,C,0
493.22115971963694,6,6,B,0
463.97833353373795,11,3,A,0
40.717580973977746,12,0,D,1
741.3003564218426,10,2,A,0
77.34344260378467,20,5,C,0
311.5164363656808,1,2,C,0
51.07764890821278,13,4,B,1
421.81554750757914,21,2,A,0
258.5618393218381,2,4,B,0
441.64406027316727,16,4,D,0
690.5666005438746,21,5,B,0
1101.885226094147,10,1,D,1
238.52633204939238,15,1,B,0
172.96378208801116,15,1,B,0
355.95122303855067,19,2,C,0
380.513479167329,15,1,C,0
55.70137813712531,8,1,A,0
23.51488410294237,13,2,D,1
486.42147984674915,18,1,C,0
864.237210541019,23,3,B,0
28.31881174605685,15,3,B,0
799.6780656553743,13,4,D,0
140.01896295486011,18,4,A,0
813.6424687078827,15,6,B,1
177.03564352871877,7,6,A,0
314.8711788597076,15,4,C,0
1350.1873009402889,9,6,B,1
1202.6234299691441,12,2,B,1
69.58949730372899,12,4,B,0
376.9772167893078,18,2,A,0
482.69555580027804,4,0,A,0
489.9018470609334,4,4,D,1
520.3729136208068,11,5,A,0
201.79079615726835,0,6,A,0
60.64465231112766,8,3,A,0
423.2709794103566,12,3,A,0
179.76198457922007,1,4,A,0
107.52916626624965,3,3,C,0
415.86645312340005,1,5,D,0
471.4234379500635,18,0,A,0
23.194659057974945,11,6,D,0
2112.533344957646,0,4,B,0
54.7551330249537,1,1,B,0
260.3515751436048,16,6,A,0
547.6475239668428,16,5,D,0
109.70778333185582,22,2,D,0
138.39115238266638,2,5,A,0
487.98381600844783,23,3,A,1
801.5747404388208,7,2,A,0
393.32949295765104,22,5,C,0
110.06615050470936,21,5,A,0
766.5203232657032,4,4,C,0
841.9024801470464,3,0,A,1
620.4723200671381,18,4,D,0
1441.583551414598,7,6,A,0
965.3300792891329,9,5,A,1
1656.2678918158335,15,2,C,1
312.40718151600237,11,0,D,0
331.7895727468832,9,3,A,0
441.5110918460042,13,5,D,0
1423.5602558570567,13,4,A,0
232.8331188078194,19,2,C,0
455.95299396197765,3,2,B,0
475.45700590276505,12,5,B,0
410.56313940711334,21,2,C,0
63.075261869217314,11,3,B,0
257.8454240578972,14,2,A,0
125.19240823435985,20,2,D,0
776.2422336603619,3,1,B,0
721.9355566208513,19,1,B,0
95.80912345676659,12,6,D,1
643.4124067013063,5,3,D,1
1292.2229913400422,4,0,D,1
323.0697315080008,7,1,C,0
1220.5724984297271,3,1,C,1
287.61271380084344,20,2,B,0
34.06476169095553,13,4,B,0
226.04701056282082,16,4,A,0
105.02043119119892,22,1,A,0
80.27960206605843,21,3,C,0
118.54557270590126,16,0,C,0
1058.2999778078417,21,3,A,0
851.177271710879,13,4,D,1
499.2436963374376,13,4,C,0
1553.6950578386718,10,5,D,0
63.377372986256866,21,6,B,0
460.99370283305285,4,4,A,0
201.3030813683607,10,2,D,0
861.6692306348967,8,0,D,1
539.0942477281941,3,4,B,1
274.584943770795,5,0,D,0
629.5365182699634,1,3,D,1
121.21981532985134,0,6,A,0
8.488080294070302,15,0,A,0
164.75967357284193,1,5,B,1
460.3013651210285,15,0,A,0
308.60806915212066,8,4,A,0
620.0881726553849,16,6,B,0
89.96771937724338,13,5,C,0
1408.6764203265793,21,5,D,1
1555.5532918359872,9,2,D,0
1974.6241561063653,7,1,D,1
30.315707753385535,19,0,B,0
674.2491544895547,5,3,B,0
458.9611410352898,22,4,C,1
46.58057478601001,23,0,C,0
2270.6777484562376,10,1,C,1
397.96916914136153,13,4,A,0
561.147115563774,5,0,A,1
645.2975310846864,2,1,B,1
420.23746015716847,5,3,B,1
374.84592096319017,17,2,D,1
81.70257044911496,20,2,B,0
137.40562769274297,21,4,C,0
257.5685280741181,4,6,D,0
35.12395604214578,6,6,B,0
710.2046568960045,22,3,C,0
209.8013643931658,0,2,B,0
2289.694701140707,21,6,B,0
1097.1398267344316,15,3,D,1
1394.6944360120847,23,1,D,1
671.8105551692519,10,1,C,0
13.658280684271846,12,3,D,0
240.95380980456872,20,0,B,0
5.291095191790235,13,0,B,0
33.72849196957741,21,4,B,0
571.8979775993497,6,2,A,0
2158.4744765341666,3,1,A,1
548.6824784937963,4,0,D,1
268.1597722090604,22,0,B,0
21.015895910603636,15,5,A,0
1123.5130296102316,18,0,D,1
613.4279402274071,5,5,A,1
325.90600953357455,6,5,A,0
121.42605550910203,3,5,A,0
42.65154421576979,18,4,B,0
559.2068304484684,8,1,B,0
2627.5512427030817,20,0,D,0
450.12542644165285,21,1,A,0
916.8612107251755,20,4,D,0
83.01433976297061,19,2,B,1
1044.3080434583821,11,4,A,1
393.54829987285757,5,5,D,1
2056.5275276946013,9,2,C,1
665.3392788682166,23,5,A,1
48.85228179917114,9,2,B,0
172.8138218940899,9,1,C,0
159.44752921043587,17,0,D,0
36.912843957934825,21,2,D,0
569.7529126992716,9,1,A,0
127.26748763712573,23,0,A,0
400.9229917215545,18,5,B,0
734.2781540881215,21,0,D,0
118.94970311955883,6,6,A,0
173.21278166075314,18,2,B,0
220.35236565034234,14,0,A,0
1565.9763856998568,21,3,A,0
539.7635801353517,10,1,C,0
1503.016617055809,0,3,C,0
50.94305212012687,3,1,D,0
153.62037304159577,23,4,A,0
158.82190517671722,11,5,C,0
901.1691348622602,3,5,D,1
837.9288010462452,20,5,D,0
173.88886140458922,13,6,B,0
524.4968617822354,4,0,D,1
273.22177062682533,10,0,A,0
38.79252221670948,8,1,D,0
671.2475629570923,9,3,B,0
440.184412840054,21,3,A,0
211.30863265282875,11,2,C,0
149.20515964495007,2,5,D,1
172.52710171497324,5,5,C,0
734.2522802144989,14,2,D,1
276.09770478012155,13,4,A,0
170.2404151955873,23,4,B,1
153.38595947383274,7,1,D,1
162.11697011171947,8,3,C,0
923.7080080022281,15,1,D,1
92.93730303876653,17,5,D,0
145.2340592060179,3,4,D,1
448.0911351210379,2,5,D,0
1851.686349619388,7,1,D,0
2.0698576929870933,9,3,C,0
137.2290290013981,20,2,D,0
648.2562629193058,14,4,B,0
144.3242876927308,0,4,A,0
1251.4831915540183,22,6,C,1
354.79268328974507,20,0,B,1
349.11209642958124,13,6,D,0
622.925226352326,14,6,A,0
510.50354845663946,16,1,B,0
167.24894277156895,2,3,B,0
4.915745856854226,2,5,D,1
451.61268491032723,19,0,A,0
919.4726551657255,5,4,B,0
333.3405166687941,19,3,B,0
758.8742685584324,8,4,B,0
265.969187628788,11,0,A,0
238.86112080366428,20,2,C,0
1143.5798824768733,2,6,B,1
1135.1854240362586,4,4,B,1
637.2812411408353,2,2,A,0
167.632700082625,22,3,D,1
207.68133837280854,12,2,A,0
167.85598084338264,4,4,A,0
756.1800824999451,8,6,D,0
2.2916809756554737,21,6,D,0
44.244912280940135,0,6,B,0
291.1225625364227,8,2,B,0
144.5530904612263,1,6,C,0
1181.5530295168494,12,0,A,0
1063.8231851600387,4,4,D,0
630.3075217486644,14,3,B,0
136.3483326324554,1,1,A,1
1297.0768759089647,7,2,D,1
1746.959782718766,1,1,C,1
431.658249477139,2,3,B,0
156.6898067393065,4,5,C,1
178.98749856121955,8,1,B,0
490.85784507021674,0,3,A,1
756.7096052270015,13,3,A,0
273.315680566903,20,1,D,0
534.9828507296093,10,6,A,0
275.49398711558564,15,5,D,0
216.72081502366783,11,3,C,0
489.91932109354104,22,3,B,0
834.3242359644354,2,3,B,1
340.3308418249168,6,3,D,0
27.3076498184226,20,1,A,0
329.98612154554155,3,3,C,0
351.22930411187593,3,4,D,0
287.16483595270824,6,3,A,0
235.81505331238773,4,1,A,1
752.2643351026155,23,0,C,0
52.72343235002125,1,5,C,0
8.308365291818207,13,6,D,0
762.4932468744076,0,6,A,1
959.2014399221008,22,1,A,1
126.6092478547271,21,1,B,0
492.9846444521606,3,3,B,0
33.428090696882066,5,4,A,0
136.5089279180608,6,5,B,0
307.8829620932797,10,2,B,0
543.3654309821028,5,1,B,0
122.75952572297636,13,4,C,0
317.38914725419164,11,6,D,0
1915.0138238608213,4,0,A,1
359.80075429364365,20,6,C,0
317.5630397699652,13,6,D,1
548.5182931754483,22,6,C,0
368.2575305929396,9,5,B,0
148.71074549021688,8,3,A,0
869.1128966485352,16,4,A,1
68.93332031883064,0,6,C,1
94.33711510255232,21,0,A,0
96.13257038332634,20,1,D,1
240.5853193802195,7,4,D,0
53.566181241548115,9,1,C,0
246.9814743354797,21,0,C,0
830.1404561054417,23,3,A,0
218.2858152415401,12,6,C,0
1045.8291433629076,15,6,A,1
1595.0517960371155,6,1,D,0
912.33275849218,4,1,D,1
61.10945784586208,11,2,A,0
413.2383417665039,4,4,B,0
57.39015489104884,21,1,D,0
1043.2065855226685,14,3,A,0
215.3974682208755,1,6,A,0
1139.9965407770317,10,0,D,1
66.29585546764764,8,1,B,0
507.8647254027552,23,4,D,0
1029.918096026301,21,3,A,0
0.5330663728616759,5,6,B,0
181.72021046849167,18,4,B,0
14.624130871976616,1,2,A,0
398.9533862316523,7,4,A,0
96.30195072923833,22,1,B,0
445.83019323752126,23,3,A,1
2.5668840912437334,18,4,D,1
165.65871421181959,21,3,A,0
713.1373535214848,17,1,C,0
1027.6477637254436,4,1,B,0
352.0244240101808,21,6,C,0
330.5769045058241,17,3,A,0
24.468150652471536,1,4,D,0
694.7596141041428,5,0,D,1
889.9183593414975,11,2,C,1
1005.0840462705637,4,4,A,1
876.6021225224134,1,3,B,1
346.1540007452672,17,1,A,0
4.4023379940173095,9,3,A,0
